SurveyID,Segment_num,Video_time,GPS_time,PISCES_time,Species,Depth_m,Count,Segment_sum,MicroSub1,MicroSub2,Biocover1,Biocover2,Relief,Complexity,Hab_descrip,Species_Comments,SpeciesID,View Pass
Explore4,40,0:19:45,15:31:14,15:30:28,Kelp greenling,31,1,FALSE,R,R,bare,bare,,2,,,5606,1
Explore4,40,0:19:53,15:31:22,15:30:36,Quillback rockfish,31,1,FALSE,B,R,bare,bare,,2,,,5607,1
Explore4,40,0:19:32,15:31:01,15:30:15,Quillback rockfish,31,1,FALSE,B,R,bare,bare,,2,,,5745,3
Explore4,41,0:20:01,15:31:30,15:30:44,Quillback rockfish,31,3,FALSE,R,R,bare,bare,,1,,,5609,1
Explore4,41,0:20:05,15:31:34,15:30:48,Quillback rockfish,31,3,FALSE,R,R,bare,bare,,2,,,5610,1
Explore4,41,0:20:11,15:31:40,15:30:54,Quillback rockfish,32,4,FALSE,R,R,bare,bare,,1,,,5611,1
Explore4,41,0:20:18,15:31:47,15:31:01,Quillback rockfish,32,3,FALSE,R,R,bare,bare,,2,,,5612,1
Explore4,41,0:20:18,15:31:47,15:31:01,Lingcod,32,1,FALSE,R,R,bare,bare,,2,,ARH: checked,5613,1
Explore4,41,0:20:25,15:31:54,15:31:08,Quillback rockfish,32,4,FALSE,R,R,bare,bare,,2,,,5614,1
Explore4,41,0:20:26,15:31:55,15:31:09,Quillback rockfish,32,1,FALSE,R,R,bare,bare,,1,,,5615,1
Explore4,42,0:20:31,15:32:00,15:31:14,Quillback rockfish,32,2,FALSE,R,H,bare,bare,,2,,,5616,1
Explore4,42,0:20:38,15:32:07,15:31:21,Quillback rockfish,32,23,FALSE,R,B,bare,bare,,3,Hash component,IDC VP3 inncreased number from 15 to 23 QB,5617,1
Explore4,43,0:21:12,15:32:41,15:31:55,Quillback rockfish,32,15,FALSE,R,B,bare,bare,,3,,likely duplicates but can't tell since vehicle touched down for a while; IDC VP3 increased number from 5 to 15 QB,5618,1
Explore4,43,0:21:12,15:32:41,15:31:55,Tiger rockfish,32,1,FALSE,R,B,bare,bare,,3,,,5619,1
Explore4,43,0:21:12,15:32:41,15:31:55,Yelloweye rockfish,32,1,FALSE,R,B,bare,bare,,3,,,5620,1
Explore4,43,0:21:17,15:32:46,15:32:00,Quillback rockfish,32,7,FALSE,B,H,bare,bare,,3,,IDC VP3 increased number from 4 to 7,5621,1
Explore4,43,0:21:28,15:32:57,15:32:11,Quillback rockfish,33,1,FALSE,B,R,bare,bare,,3,,,5622,1
Explore4,44,0:21:40,15:33:09,15:32:23,Quillback rockfish,33,2,FALSE,R,B,bare,bare,,2,,,5623,1
Explore4,44,0:21:49,15:33:18,15:32:32,Quillback rockfish,33,4,FALSE,B,B,bare,bare,,2,,,5624,1
Explore4,44,0:21:51,15:33:20,15:32:34,Quillback rockfish,33,1,FALSE,B,B,bare,bare,,2,,possible duplicate,5625,1
Explore4,45,0:22:14,15:33:43,15:32:57,Kelp greenling,32,1,FALSE,R,B,bare,bare,,2,,,5626,1
Explore4,47,0:23:16,15:34:45,15:33:59,Lingcod,33,1,FALSE,R,R,bare,bare,,1,Sponge Component,,5627,1
Explore4,48,0:23:41,15:35:10,15:34:24,Quillback rockfish,33,1,FALSE,R,H,bare,bare,,1,,,5628,1
Explore4,49,0:24:00,15:35:29,15:34:43,Lingcod,34,1,FALSE,R,R,bare,bare,,2,,,5630,1
Explore4,49,0:24:02,15:35:31,15:34:45,Quillback rockfish,34,1,FALSE,R,R,bare,bare,,2,,,5631,1
Explore4,49,0:24:13,15:35:42,15:34:56,Tiger rockfish,35,1,FALSE,R,B,bare,bare,,2,,,5632,1
Explore4,49,0:24:16,15:35:45,15:34:59,Quillback rockfish,35,1,FALSE,R,B,bare,bare,,2,,,5633,1
Explore4,50,0:24:38,15:36:07,15:35:21,Quillback rockfish,35,1,FALSE,R,R,bare,bare,,2,,,5634,1
Explore4,50,0:24:52,15:36:21,15:35:35,Quillback rockfish,35,1,FALSE,R,R,bare,bare,,1,,,5635,1
Explore4,51,0:25:11,15:36:40,15:35:54,Quillback rockfish,36,1,FALSE,R,R,bare,bare,,1,,,5636,1
Explore4,52,0:25:30,15:36:59,15:36:13,Quillback rockfish,35,2,FALSE,R,R,bare,bare,,1,,,5637,1
Explore4,52,0:25:35,15:37:04,15:36:18,Quillback rockfish,36,1,FALSE,R,R,bare,bare,,2,,,5638,1
Explore4,52,0:25:42,15:37:11,15:36:25,Quillback rockfish,36,1,FALSE,R,R,bare,sponge,,1,,,5639,1
Explore4,52,0:25:49,15:37:18,15:36:32,Quillback rockfish,36,3,FALSE,R,B,bare,bare,,2,,,5640,1
Explore4,52,0:25:50,15:37:19,15:36:33,Quillback rockfish,36,1,FALSE,R,R,bare,bare,,1,,,5746,3
Explore4,53,0:26:11,15:37:40,15:36:54,Quillback rockfish,35,1,FALSE,R,H,bare,bare,,2,,,5641,1
Explore4,53,0:26:26,15:37:55,15:37:09,Quillback rockfish,35,2,FALSE,R,H,bare,bare,,2,,,5642,1
Explore4,53,0:26:30,15:37:59,15:37:13,Quillback rockfish,35,1,FALSE,R,R,bare,bare,,2,,,5643,1
Explore4,54,0:26:54,15:38:23,15:37:37,Quillback rockfish,32,2,FALSE,B,B,bare,bare,,2,,,5645,1
Explore4,55,0:27:27,15:38:56,15:38:10,Quillback rockfish,31,1,FALSE,R,R,bare,anemone,,3,,,5646,1
Explore4,56,0:27:40,15:39:09,15:38:23,Kelp greenling,30,1,FALSE,R,R,encrusting organism complex,encrusting organism complex,,1,,,5647,1
Explore4,56,0:27:47,15:39:16,15:38:30,Quillback rockfish,31,1,FALSE,R,H,encrusting organism complex,encrusting organism complex,,2,,,5648,1
Explore4,59,0:29:08,15:40:37,15:39:51,Quillback rockfish,34,1,FALSE,R,M,bare,bare,,2,,,5649,1
Explore4,60,0:29:34,15:41:03,15:40:17,Yelloweye rockfish,35,2,FALSE,B,P,bare,bare,,3,,ARH: checked,5650,1
Explore4,61,0:30:09,15:41:38,15:40:52,Lingcod,34,1,FALSE,R,R,bare,bare,,2,,,5651,1
Explore5,2,0:00:57,15:47:03,15:46:15,Quillback rockfish,33,2,FALSE,R,R,bare,encrusting organism complex,,2,,IDC VP3 increased count from 1 to 2,5652,1
Explore5,3,0:01:04,15:47:10,15:46:22,Quillback rockfish,32,2,FALSE,R,R,bare,encrusting organism complex,,2,,,5653,1
Explore5,3,0:01:05,15:47:11,15:46:23,Quillback rockfish,32,2,FALSE,R,R,bare,encrusting organism complex,,2,,,5654,1
Explore5,3,0:01:07,15:47:13,15:46:25,Quillback rockfish,32,2,FALSE,R,R,bare,encrusting organism complex,,2,,,5655,1
Explore5,3,0:01:10,15:47:16,15:46:28,Quillback rockfish,33,4,FALSE,R,R,bare,encrusting organism complex,,2,,,5656,1
Explore5,3,0:01:17,15:47:23,15:46:35,Lingcod,33,1,FALSE,R,R,bare,encrusting organism complex,,1,,,5657,1
Explore5,3,0:01:19,15:47:25,15:46:37,Quillback rockfish,33,1,FALSE,R,R,encrusting organism complex,bare,,1,,,5658,1
Explore5,3,0:01:24,15:47:30,15:46:42,Quillback rockfish,34,1,FALSE,R,R,bare,encrusting organism complex,,1,,,5659,1
Explore5,4,0:01:36,15:47:42,15:46:54,Lingcod,34,1,FALSE,R,M,encrusting organism complex,encrusting organism complex,,1,,,5660,1
Explore5,6,0:02:57,15:49:03,15:48:15,Kelp greenling,35,1,FALSE,R,M,bare,sponge,,3,,,5661,1
Explore5,13,0:06:01,15:52:07,15:51:19,Kelp greenling,40,1,FALSE,M,R,bare,sponge,,1,,,5663,1
Explore5,14,0:06:38,15:52:44,15:51:56,Quillback rockfish,40,1,FALSE,R,R,encrusting organism complex,encrusting organism complex,,2,,,5664,1
Explore5,14,0:06:48,15:52:54,15:52:06,Quillback rockfish,40,1,FALSE,R,R,bare,bare,,1,,possible/likely duplicate,5665,1
Explore5,15,0:07:04,15:53:10,15:52:22,Yelloweye rockfish,41,1,FALSE,B,R,bare,encrusting organism complex,,3,,ARH: checked,5666,1
Explore5,18,0:08:36,15:54:42,15:53:54,Lingcod,43,1,FALSE,M,R,bare,bare,,1,,ARH: checked,5667,1
Explore5,18,0:08:47,15:54:53,15:54:05,Lingcod,43,1,FALSE,M,M,bare,bare,,1,,,5668,1
Explore5,20,0:09:47,15:55:53,15:55:05,Lingcod,45,1,FALSE,M,M,bare,bare,,1,,,5669,1
Explore5,22,0:10:34,15:56:40,15:55:52,Quillback rockfish,46,1,FALSE,M,B,bare,bare,,2,,,5670,1
Explore5,28,0:13:45,15:59:51,15:59:03,Lingcod,55,1,FALSE,M,M,bare,Rhabdocalyptus spp.,,1,,ARH: checked,5671,1
Explore5,28,0:13:49,15:59:55,15:59:07,Lingcod,55,1,FALSE,M,M,bare,Rhabdocalyptus spp.,,1,,"half+ of body within capture area, added by IDC",5747,3
Explore5,31,0:15:22,16:01:28,16:00:40,Lingcod,58,1,FALSE,M,M,bare,Rhabdocalyptus spp.,,1,,,5672,1
Explore5,32,0:15:36,16:01:42,16:00:54,Lingcod,59,1,FALSE,M,R,bare,Rhabdocalyptus spp.,,1,,,5674,1
Explore5,33,0:16:25,16:02:31,16:01:43,Lingcod,61,1,FALSE,R,R,bare,Rhabdocalyptus spp.,,1,,possible duplicate fish,5675,1
Explore5,36,0:17:33,16:03:39,16:02:51,Lingcod,60,1,FALSE,M,B,sponge,bare,,1,,possible duplicate,5677,1
Explore5,36,0:17:35,16:03:41,16:02:53,Lingcod,61,1,FALSE,M,B,sponge,bare,,1,,,5678,1
Explore5,36,0:17:46,16:03:52,16:03:04,Rockfish uniden.,61,2,FALSE,M,B,sponge,bare,,1,,ARH: possible greenstriped,5679,1
Explore5,36,0:17:51,16:03:57,16:03:09,Rockfish uniden.,61,1,FALSE,M,B,sponge,bare,,1,,ARH: possible greenstriped,5680,1
Explore5,36,0:17:58,16:04:04,16:03:16,Yelloweye rockfish,61,1,FALSE,M,B,sponge,bare,,3,,,5681,1
Explore5,36,0:17:58,16:04:04,16:03:16,Lingcod,61,1,FALSE,M,B,sponge,bare,,1,,possible duplicate,5682,1
Explore5,37,0:18:14,16:04:20,16:03:32,Lingcod,61,3,FALSE,M,B,sponge,bare,,1,,two are likely duplicates; ARH: checked,5684,1
Explore5,37,0:18:26,16:04:32,16:03:44,Lingcod,61,2,FALSE,M,B,sponge,bare,,1,,,5685,1
Explore5,38,0:18:39,16:04:45,16:03:57,Lingcod,62,1,FALSE,M,B,bare,sponge,,2,,,5686,1
Explore5,38,0:18:55,16:05:01,16:04:13,Yelloweye rockfish,63,1,FALSE,M,B,bare,sponge,,3,,,5687,1
Explore5,41,0:20:07,16:06:13,16:05:25,Yelloweye rockfish,61,1,FALSE,R,B,bare,sponge,,3,,IDC: may not have been in capture area (only in capture area when behind biocover),5689,1
Explore5,43,0:21:02,16:07:08,16:06:20,Quillback rockfish,63,1,FALSE,B,B,bare,sponge,,3,,,5691,1
Explore5,44,0:21:59,16:08:05,16:07:17,Yelloweye rockfish,61,1,FALSE,B,M,bare,sponge,,3,,,5692,1
Explore5,46,0:22:35,16:08:41,16:07:53,Quillback rockfish,60,1,FALSE,B,B,bare,sponge,,3,,,5693,1
Explore5,46,0:22:40,16:08:46,16:07:58,Unidentified fish,60,1,FALSE,B,B,bare,sponge,,2,,IDC: Changed from KG; ARH: possible KG or greenstriped,5694,1
Explore5,46,0:22:46,16:08:52,16:08:04,Rockfish uniden.,59,1,FALSE,B,R,bare,sponge,,3,,ARH: small RF on left,5695,1
Explore5,47,0:23:01,16:09:07,16:08:19,Yelloweye rockfish,59,1,FALSE,R,R,bare,sponge,,2,,ARH: checked,5696,1
Explore5,48,0:23:35,16:09:41,16:08:53,Quillback rockfish,58,1,FALSE,R,R,bare,bare,,2,,,5697,1
Explore5,51,0:25:26,16:11:32,16:10:44,Lingcod,61,3,FALSE,R,R,bare,bare,,1,,,5698,1
Explore5,51,0:25:28,16:11:34,16:10:46,Lingcod,62,1,FALSE,R,R,bare,bare,,1,,ARH: checked,5699,1
Explore5,51,0:25:29,16:11:35,16:10:47,Lingcod,62,1,FALSE,R,R,bare,bare,,1,,,5700,1
Explore5,53,0:26:07,16:12:13,16:11:25,Lingcod,63,1,FALSE,R,R,bare,bare,,1,,maybe duplicate? Don't think so; ARH: checked,5701,1
Explore5,53,0:26:21,16:12:27,16:11:39,Lingcod,63,1,FALSE,R,M,bare,bare,,1,,ARH: checked,5702,1
Explore5,54,0:26:35,16:12:41,16:11:53,Lingcod,63,1,FALSE,R,M,bare,bare,,1,,,5705,1
Explore5,54,0:26:52,16:12:58,16:12:10,Lingcod,63,1,FALSE,R,M,bare,bare,,1,,,5706,1
Explore5,55,0:27:10,16:13:16,16:12:28,Quillback rockfish,63,1,FALSE,R,R,bare,bare,,2,,,5713,1
Explore5,55,0:27:18,16:13:24,16:12:36,Lingcod,63,1,FALSE,R,R,bare,bare,,1,,,5715,1
Explore5,55,0:27:21,16:13:27,16:12:39,Quillback rockfish,62,1,FALSE,R,R,bare,bare,,1,,,5716,1
Explore5,55,0:27:24,16:13:30,16:12:42,Quillback rockfish,62,1,FALSE,R,R,bare,bare,,1,,,5717,1
Explore5,56,0:27:35,16:13:41,16:12:53,Lingcod,62,1,FALSE,R,R,bare,bare,,1,,down below at bottom of screen,5718,1
Explore5,56,0:27:42,16:13:48,16:13:00,Yelloweye rockfish,61,1,FALSE,R,R,bare,bare,,2,,,5719,1
Explore5,56,0:27:43,16:13:49,16:13:01,Quillback rockfish,61,1,FALSE,R,R,bare,bare,,2,,,5720,1
Explore5,56,0:27:56,16:14:02,16:13:14,Quillback rockfish,60,1,FALSE,R,R,bare,bare,,2,,almost certainly duplicate,5721,1
Explore5,57,0:28:18,16:14:24,16:13:36,Lingcod,58,1,FALSE,R,R,bare,bare,,3,,,5722,1
Explore5,57,0:28:21,16:14:27,16:13:39,Lingcod,58,1,FALSE,R,R,bare,bare,,3,,,5723,1
Explore5,58,0:28:29,16:14:35,16:13:47,Lingcod,59,2,FALSE,R,R,bare,bare,,4,,,5724,1
Explore5,59,0:29:04,16:15:10,16:14:22,Lingcod,55,1,FALSE,R,R,bare,bare,,4,,,5725,1
Explore5,59,0:29:09,16:15:15,16:14:27,Lingcod,56,1,FALSE,R,R,bare,bare,,4,,ARH: checked,5727,1
Explore5,59,0:29:16,16:15:22,16:14:34,Lingcod,55,1,FALSE,R,R,bare,bare,,4,,POSSIBLE lingcod under rock flake? ARH: checked,5728,1
Explore5,60,0:29:42,16:15:48,16:15:00,Lingcod,54,1,FALSE,R,R,bare,bare,,4,,,5729,1
Explore5,60,0:29:44,16:15:50,16:15:02,Lingcod,54,1,FALSE,R,R,bare,bare,,4,,ARH: checked,5730,1
Explore5,60,0:29:53,16:15:59,16:15:11,Quillback rockfish,55,1,FALSE,R,R,bare,bare,,4,,,5731,1
Explore5,60,0:29:59,16:16:05,16:15:17,Lingcod,54,1,FALSE,R,R,bare,bare,,4,,,5732,1
Explore5,61,0:30:25,16:16:31,16:15:43,Lingcod,51,1,FALSE,R,R,bare,bare,,4,,,5733,1
Explore5,62,0:30:30,16:16:36,16:15:48,Lingcod,51,1,FALSE,R,R,bare,encrusting organism complex,,4,,,5735,1
Explore5,62,0:30:46,16:16:52,16:16:04,Yelloweye rockfish,50,2,FALSE,R,R,bare,sponge,,3,,,5736,1
H010-CA-V,19,0:09:41,13:38:56,13:38:58,Puget Sound rockfish,62,4,FALSE,B,S,bare,scallops,,3,,,4386,1
H010-CA-V,19,0:09:47,13:39:02,13:39:04,Puget Sound rockfish,63,2,FALSE,B,C,barnacles,bare,,4,,,5738,3
H010-CA-V,20,0:10:22,13:39:37,13:39:39,Puget Sound rockfish,64,1,FALSE,B,C,bare,barnacles,,4,,,4387,1
H010-CA-V,21,0:10:41,13:39:56,13:39:58,Puget Sound rockfish,64,1,FALSE,B,C,bare,barnacles,,3,,,4388,1
H010-CA-V,21,0:10:35,13:39:50,13:39:52,Puget Sound rockfish,64,1,FALSE,B,C,barnacles,bare,,4,,,5739,3
H010-CA-V,23,0:11:51,13:41:06,13:41:08,Puget Sound rockfish,66,1,FALSE,C,P,bare,barnacles,,3,,,4389,1
H010-CA-V,24,0:12:07,13:41:22,13:41:24,Puget Sound rockfish,67,1,FALSE,B,C,barnacles,bare,,3,,,4390,1
H010-CA-V,24,0:12:23,13:41:38,13:41:40,Quillback rockfish,67,1,FALSE,B,C,bare,barnacles,,4,,,4391,1
H010-CA-V,24,0:12:17,13:41:32,13:41:34,Puget Sound rockfish,67,2,FALSE,B,C,bare,barnacles,,2,,,5740,3
H010-CA-V,24,0:12:25,13:41:40,13:41:42,Rockfish uniden.,67,1,FALSE,B,C,bare,barnacles,,4,,possible juvenile quillback,5741,3
H010-CA-V,49,0:24:42,13:53:57,13:53:59,crab/shrimp pot,81,1,FALSE,S,H,bare,bare,,1,,shrimp pot,5742,1
H011-CA-V,35,0:17:48,15:03:01,15:03:04,Rockfish uniden.,58,1,FALSE,R,R,bare,barnacles,,3,scattered bryozoans,possible PSRF,4392,1
H011-CA-V,40,0:20:03,15:05:16,15:05:19,Puget Sound rockfish,61,2,FALSE,B,C,encrusting organism complex,bare,,3,,,4395,1
H011-CA-V,46,0:23:15,15:08:28,15:08:31,Quillback rockfish,59,1,FALSE,B,P,bare,barnacles,,3,large boulders,,4396,1
H015-CA-P1,1,0:00:50,12:46:36,12:45:51,Quillback rockfish,97,1,FALSE,R,M,bare,barnacles,,1,,,3959,1
H015-CA-P1,2,0:01:23,12:47:09,12:46:24,Yelloweye rockfish,97,1,FALSE,R,R,bare,barnacles,,1,,,3960,1
H015-CA-P1,3,0:01:45,12:47:31,12:46:46,Quillback rockfish,97,1,FALSE,R,M,bare,bare,,2,,,3961,1
H015-CA-P1,3,0:01:48,12:47:34,12:46:49,Quillback rockfish,97,1,FALSE,R,M,bare,bare,,2,,,3962,1
H015-CA-P1,7,0:03:54,12:49:40,12:48:55,Quillback rockfish,100,1,FALSE,M,R,bare,bare,,1,,,3963,1
H015-CA-P2,7,0:03:16,12:55:08,12:54:19,Yelloweye rockfish,101,1,FALSE,M,R,bare,bare,,1,,Off to far right,3964,1
H015-CA-P2,10,0:04:44,12:56:36,12:55:47,Quillback rockfish,96,1,FALSE,M,R,bare,bare,,1,,,3965,1
H015-CA-P2,13,0:06:26,12:58:18,12:57:29,Yelloweye rockfish,97,1,FALSE,R,M,bare,sponge,,2,,,3966,1
H015-CA-P2,26,0:12:43,13:04:35,13:03:46,Greenstriped rockfish,100,1,FALSE,M,S,bare,bare,,1,,,5748,3
H015-CA-P2,32,0:15:58,13:07:50,13:07:01,Quillback rockfish,108,1,FALSE,M,M,bare,bare,,1,,POSSIBLY Greenstripe; off to right,3967,1
H015-CA-P2,34,0:16:42,13:08:34,13:07:45,Greenstriped rockfish,113,1,FALSE,M,M,bare,bare,,1,,ARH: checked,3968,1
H015-CA-P2,44,0:21:55,13:13:47,13:12:58,Yelloweye rockfish,115,1,FALSE,R,M,bare,bare,,2,,,3969,1
H015-CA-P2,45,0:22:19,13:14:11,13:13:22,Rockfish uniden.,115,1,FALSE,R,R,Rhabdocalyptus spp.,Rhabdocalyptus spp.,,2,,,3970,1
H016-CA-V,4,0:02:19,12:11:52,12:11:03,Greenstriped rockfish,91,1,FALSE,M,M,bare,bare,,1,,,3971,1
H016-CA-V,8,0:04:13,12:13:46,12:12:57,Quillback rockfish,97,1,FALSE,M,R,Rhabdocalyptus spp.,sponge,,2,,,3972,1
H016-CA-V,12,0:06:10,12:15:43,12:14:54,Greenstriped rockfish,106,1,FALSE,M,M,bare,bare,,1,,,3973,1
H016-CA-V,16,0:08:11,12:17:44,12:16:55,Greenstriped rockfish,118,1,FALSE,M,M,bare,bare,,1,,poor ID,3974,1
H016-CA-V,20,0:10:19,12:19:52,12:19:03,Greenstriped rockfish,130,1,FALSE,M,B,bare,sponge,,1,,,3975,1
H016-CA-V,22,0:11:23,12:20:56,12:20:07,Greenstriped rockfish,132,1,FALSE,M,M,bare,bare,,1,,poor ID,3976,1
H016-CA-V,27,0:13:39,12:23:12,12:22:23,Greenstriped rockfish,136,1,FALSE,M,M,bare,bare,,1,,,3977,1
H016-CA-V,38,0:19:28,12:29:01,12:28:12,Quillback rockfish,123,1,FALSE,R,R,bare,bare,,1,,,3978,1
H016-CA-V,40,0:20:13,12:29:46,12:28:57,Quillback rockfish,116,1,FALSE,M,M,debris,bare,,1,Dead Sponge,,3979,1
H016-CA-V,40,0:20:15,12:29:48,12:28:59,Quillback rockfish,114,1,FALSE,R,M,Rhabdocalyptus spp.,bare,,2,,,3980,1
H016-CA-V,42,0:21:04,12:30:37,12:29:48,Red brotula,102,1,FALSE,R,R,Rhabdocalyptus spp.,Rhabdocalyptus spp.,,2,,in sponge,3981,1
H016-CA-V,44,0:22:01,12:31:34,12:30:45,Yelloweye rockfish,87,1,FALSE,R,R,bare,sponge,,1,,,3982,1
H016-CA-V,45,0:22:49,12:32:22,12:31:33,Quillback rockfish,81,1,FALSE,M,R,bare,bare,,1,,,3983,1
H016-CA-V,57,0:28:58,12:38:31,12:37:42,Yelloweye rockfish,98,1,FALSE,B,M,sponge,bare,,3,,ARH: checked,3984,1
H016-CA-V,58,0:29:25,12:38:58,12:38:09,Quillback rockfish,96,1,FALSE,R,M,bare,bare,,3,,,3985,1
H016-CA-V,59,0:29:35,12:39:08,12:38:19,Greenstriped rockfish,95,1,FALSE,M,R,debris,bare,,1,Dead Sponge,,3986,1
H017-CA-V,2,0:01:21,10:36:42,10:35:54,Quillback rockfish,77,1,FALSE,M,M,bare,bare,,1,,,3987,1
H017-CA-V,2,0:01:22,10:36:43,10:35:55,Quillback rockfish,77,1,FALSE,M,M,bare,bare,,1,,,3988,1
